FileName,bass,cello,clarinet,drums,flute,guitar,piano,trumpet,violin,voice
033075_199680.ogg,0,1,0,0,0,0,0,0,0,0
033080_30720.ogg,1,1,0,0,0,0,0,0,0,0
033088_34560.ogg,0,0,0,0,1,0,0,0,0,0
033125_11520.ogg,0,0,0,0,1,0,0,0,0,0
033144_111360.ogg,0,0,0,1,0,0,0,0,0,0
033223_126720.ogg,0,0,0,0,1,0,0,0,0,0
033230_57600.ogg,0,0,1,0,0,0,0,0,1,0
033234_65280.ogg,0,0,0,0,0,0,0,0,1,0
033235_88320.ogg,0,0,0,0,0,0,0,0,1,0
033244_295680.ogg,0,0,0,1,0,0,0,0,0,0
033328_92160.ogg,0,0,0,0,0,0,0,0,0,1
033330_180480.ogg,0,0,0,0,0,0,0,0,0,1
033335_161280.ogg,0,0,0,0,1,0,0,0,0,1
033337_480000.ogg,0,0,0,0,0,0,0,1,0,0
033340_499200.ogg,0,0,0,0,0,0,0,0,0,1
033352_11520.ogg,0,0,0,1,0,0,0,0,0,1
033387_49920.ogg,0,0,0,0,0,1,0,0,0,0
033409_602880.ogg,1,0,0,0,0,0,0,0,0,1
033413_122880.ogg,0,0,0,0,0,0,0,1,0,0
033418_276480.ogg,0,0,0,0,0,0,0,1,0,0
033420_107520.ogg,0,0,0,0,0,0,0,0,1,0
033422_53760.ogg,0,0,0,0,0,0,0,1,0,0
033428_122880.ogg,0,0,0,0,1,1,0,0,1,0
033446_99840.ogg,0,0,0,0,0,1,0,0,0,0
033470_46080.ogg,0,0,0,0,0,0,1,0,0,0
033476_7680.ogg,1,0,0,0,0,0,0,0,0,0
033477_115200.ogg,1,0,0,0,0,0,0,0,0,0
033514_11520.ogg,0,0,0,0,1,0,0,0,0,1
033575_130560.ogg,0,0,0,0,0,0,1,0,0,0
033597_195840.ogg,0,0,0,0,0,0,0,1,0,0
033624_311040.ogg,0,1,0,0,0,0,1,0,0,0
033628_26880.ogg,0,0,0,1,0,0,0,0,0,0
033643_291840.ogg,1,0,0,0,0,0,0,0,0,0
033651_80640.ogg,0,0,0,0,0,0,0,0,0,1
033653_134400.ogg,0,0,0,0,0,0,0,0,0,1
033678_395520.ogg,0,0,0,0,0,0,0,1,0,0
033801_276480.ogg,0,0,0,0,0,0,0,0,0,1
033841_710400.ogg,0,1,0,0,0,0,0,0,1,0
033859_34560.ogg,0,0,0,0,1,0,0,0,0,0
033868_15360.ogg,0,0,0,0,0,0,0,1,0,0
033884_53760.ogg,1,0,0,0,0,0,0,0,0,0
033913_487680.ogg,0,0,0,0,0,1,0,0,0,0
033920_42240.ogg,0,0,0,0,0,0,0,0,1,0
033922_65280.ogg,1,0,0,0,0,1,0,0,0,0
033927_130560.ogg,0,0,0,0,0,0,0,0,0,1
033933_30720.ogg,0,0,0,0,0,0,1,0,0,1
033940_238080.ogg,0,0,0,0,0,0,0,0,0,1
033958_42240.ogg,0,0,0,1,0,0,0,0,0,0
033977_288000.ogg,0,0,0,0,0,1,0,0,0,0
033981_23040.ogg,0,0,0,1,0,0,0,1,0,0
034003_7680.ogg,0,0,0,0,0,1,0,0,0,0
034034_176640.ogg,0,0,0,0,0,0,0,1,0,0
034038_576000.ogg,1,0,0,0,0,0,0,0,0,0
034039_272640.ogg,0,0,0,1,0,0,0,0,0,0
034073_211200.ogg,0,0,0,0,0,1,0,0,1,0
034116_0.ogg,0,0,0,0,0,0,1,0,0,0
034137_134400.ogg,0,0,0,0,0,1,0,0,0,0
034166_7680.ogg,0,0,0,0,0,0,1,0,0,0
034177_57600.ogg,0,0,0,0,0,0,0,1,0,0
034189_142080.ogg,0,0,0,0,0,0,0,0,0,1
034297_291840.ogg,0,1,0,0,0,0,0,0,0,0
034305_15360.ogg,1,0,0,0,0,0,0,0,0,0
034308_814080.ogg,0,0,0,0,1,0,0,0,0,0
034312_115200.ogg,0,0,0,0,0,0,0,0,0,1
034315_134400.ogg,0,0,0,0,0,0,0,0,0,1
034316_30720.ogg,0,0,0,0,0,0,0,0,0,1
034321_533760.ogg,0,0,0,0,0,0,0,0,0,1
034322_387840.ogg,0,0,0,0,0,0,0,0,0,1
034323_103680.ogg,0,0,0,0,0,0,0,0,0,1
034324_311040.ogg,0,0,0,0,0,0,0,0,0,1
034327_218880.ogg,0,0,0,0,0,0,0,0,0,1
034329_76800.ogg,0,0,0,0,0,0,0,0,0,1
034330_145920.ogg,0,0,0,0,0,0,0,0,0,1
034332_130560.ogg,0,0,0,0,0,0,0,0,0,1
034333_65280.ogg,0,0,0,0,0,0,0,0,0,1
034334_103680.ogg,0,0,0,1,0,0,0,0,0,0
034340_69120.ogg,0,0,1,0,0,0,0,0,0,0
034342_30720.ogg,0,0,0,0,0,0,0,0,1,0
034413_69120.ogg,0,0,0,1,0,0,0,0,0,0
034419_115200.ogg,0,0,0,0,0,0,0,0,0,1
034426_96000.ogg,1,0,0,0,0,0,0,0,0,0
034443_119040.ogg,1,0,0,0,0,0,0,0,0,0
034449_487680.ogg,1,0,0,0,0,0,0,0,0,0
034451_134400.ogg,1,0,0,0,0,0,0,0,0,0
034457_76800.ogg,0,0,0,0,0,0,0,0,0,1
034458_42240.ogg,0,0,0,0,0,0,0,0,0,1
034459_203520.ogg,0,0,0,0,0,0,0,0,0,1
034461_23040.ogg,0,0,0,0,0,0,0,0,0,1
034462_57600.ogg,0,0,0,0,0,0,0,0,0,1
034464_526080.ogg,0,0,0,0,0,0,0,0,0,1
034467_153600.ogg,0,0,0,0,1,0,0,0,0,0
034506_184320.ogg,1,0,0,0,0,0,0,0,0,0
034508_157440.ogg,0,0,1,0,1,0,0,1,0,0
034509_215040.ogg,0,0,1,0,0,0,0,1,0,0
034510_261120.ogg,0,0,0,0,1,0,0,0,0,0
034546_318720.ogg,0,0,0,0,0,0,1,0,0,0
034575_0.ogg,0,0,1,0,1,0,0,0,0,0
034580_19200.ogg,0,0,0,0,0,0,1,0,0,0
034608_11520.ogg,0,0,0,0,1,0,0,0,0,0
034613_107520.ogg,0,0,0,0,1,0,0,0,0,0
034633_11520.ogg,0,0,0,0,0,1,0,0,0,0
034664_23040.ogg,0,0,0,0,0,0,0,0,1,0
034751_134400.ogg,1,0,0,0,0,0,0,0,0,0
034756_61440.ogg,0,0,0,0,1,0,0,0,0,0
034851_46080.ogg,0,0,0,0,0,1,0,0,0,0
034888_207360.ogg,0,0,0,0,0,1,0,0,0,0
034897_84480.ogg,0,0,0,0,0,0,0,0,0,1
034900_80640.ogg,0,1,0,0,0,0,0,0,0,0
034909_134400.ogg,0,0,0,1,0,0,0,0,0,0
034913_72960.ogg,0,0,0,0,0,0,1,0,0,0
034988_49920.ogg,0,0,0,0,0,0,1,0,0,0
034991_610560.ogg,0,0,0,0,1,0,0,1,0,0
034993_1367040.ogg,0,1,0,0,0,0,0,0,0,0
035003_334080.ogg,0,0,0,0,0,0,1,0,0,0
035015_96000.ogg,0,0,0,1,0,0,0,0,0,0
035030_49920.ogg,0,0,0,0,1,0,0,0,0,0
035147_602880.ogg,0,0,0,0,0,0,0,0,0,1
035166_30720.ogg,0,0,0,0,0,0,0,0,1,0
035169_19200.ogg,0,0,0,0,0,0,0,0,1,0
035214_234240.ogg,0,0,1,0,0,0,0,1,0,0
035215_76800.ogg,0,0,1,0,0,0,0,0,0,0
035220_157440.ogg,0,0,0,0,0,0,1,0,0,0
035221_234240.ogg,0,0,0,0,0,0,1,0,0,0
035223_0.ogg,0,0,0,0,0,0,1,0,0,0
035224_46080.ogg,0,0,0,0,0,0,1,0,0,0
035256_295680.ogg,0,0,0,0,0,0,0,1,0,0
035271_1102080.ogg,0,0,0,0,1,0,0,0,0,0
035278_122880.ogg,0,0,0,1,0,0,0,0,0,0
035286_230400.ogg,0,0,0,0,0,0,0,0,0,1
035294_122880.ogg,0,0,0,0,0,0,0,0,0,1
035310_702720.ogg,0,0,0,0,0,1,0,0,0,0
035353_42240.ogg,0,0,0,0,0,0,1,0,0,0
035362_203520.ogg,0,0,0,0,0,0,0,0,1,0
035416_15360.ogg,1,0,0,0,0,0,0,0,0,0
035419_42240.ogg,1,0,0,0,0,0,0,0,0,0
035451_195840.ogg,0,0,0,0,0,0,1,0,0,0
035453_23040.ogg,0,1,0,0,1,0,0,0,0,0
035457_80640.ogg,0,0,0,0,1,0,0,0,0,0
035459_161280.ogg,0,1,0,0,0,0,0,0,0,0
035462_153600.ogg,0,1,0,0,0,0,0,0,0,0
035511_188160.ogg,0,0,0,0,0,0,0,1,0,0
035553_115200.ogg,0,0,0,0,0,1,0,0,0,0
035591_96000.ogg,0,0,0,1,0,0,0,0,0,0
035639_817920.ogg,0,1,1,0,0,0,0,0,0,0
035643_253440.ogg,1,0,0,0,0,0,0,0,0,0
035653_122880.ogg,0,0,0,0,0,0,0,0,1,0
035665_130560.ogg,0,0,0,0,0,0,0,1,0,0
035669_111360.ogg,0,0,0,0,1,0,0,0,0,0
035718_80640.ogg,1,0,0,0,0,0,0,0,0,0
035719_264960.ogg,0,0,0,1,0,0,0,0,0,0
035732_38400.ogg,1,0,0,0,0,0,0,0,0,0
035733_142080.ogg,0,0,0,1,0,0,0,0,0,0
035750_26880.ogg,0,0,0,0,0,0,0,0,0,1
035751_126720.ogg,0,0,0,0,0,0,0,0,0,1
035752_149760.ogg,0,0,0,0,0,0,0,0,0,1
035753_19200.ogg,0,0,0,0,0,0,0,0,0,1
035754_11520.ogg,0,0,0,0,0,0,0,0,0,1
035769_99840.ogg,0,0,0,0,0,0,0,0,0,1
035773_506880.ogg,0,0,0,0,0,0,0,0,0,1
035779_7680.ogg,1,0,0,0,0,0,0,0,0,0
035799_46080.ogg,0,0,0,0,0,1,0,0,0,0
035803_115200.ogg,0,0,0,0,0,1,0,0,0,1
035837_134400.ogg,0,0,0,0,0,0,0,1,0,0
035841_61440.ogg,0,0,0,0,0,0,0,1,0,0
035848_111360.ogg,0,0,0,0,0,0,1,0,0,0
035853_69120.ogg,0,0,0,0,0,0,0,0,0,1
035863_126720.ogg,0,1,1,0,0,0,0,0,0,0
035887_69120.ogg,0,0,0,0,1,1,0,0,0,0
035895_168960.ogg,0,0,0,0,0,1,0,0,0,0
035896_57600.ogg,0,0,0,0,1,0,0,0,0,0
035902_157440.ogg,0,1,0,0,0,0,0,1,0,0
035915_134400.ogg,0,0,1,0,0,0,0,1,0,0
035924_38400.ogg,0,0,0,1,0,0,0,0,0,0
035933_80640.ogg,0,0,0,1,0,0,0,0,0,0
035937_99840.ogg,0,1,0,0,0,0,0,0,1,0
035940_142080.ogg,0,0,0,1,0,0,0,0,0,0
035947_34560.ogg,0,0,0,0,0,0,0,0,0,1
035953_126720.ogg,0,0,0,0,0,0,0,0,1,0
035961_15360.ogg,0,0,0,0,0,1,0,0,0,0
035969_7680.ogg,0,0,0,0,0,1,0,0,0,0
035984_199680.ogg,0,0,0,1,0,0,0,0,0,0
036014_92160.ogg,0,0,0,1,0,0,0,0,0,0
036016_176640.ogg,1,0,0,0,0,0,0,0,0,0
036025_61440.ogg,0,0,0,0,0,0,1,0,0,0
036042_226560.ogg,0,0,1,0,0,0,0,1,0,0
036102_53760.ogg,0,0,0,1,0,0,0,0,0,0
036108_299520.ogg,1,0,0,0,0,0,0,0,0,0
036142_157440.ogg,0,0,0,0,0,0,0,0,0,1
036151_334080.ogg,0,0,0,0,0,0,0,1,0,0
036153_299520.ogg,0,0,0,0,0,0,0,1,0,0
036166_307200.ogg,0,0,0,0,0,0,0,0,1,0
036192_241920.ogg,1,0,0,0,0,0,0,0,0,0
036201_61440.ogg,0,0,0,1,0,0,0,0,0,0
036202_142080.ogg,0,0,0,0,0,0,0,0,0,1
036257_30720.ogg,0,0,0,0,1,0,0,0,0,0
036263_276480.ogg,0,0,0,0,1,0,0,0,0,0
036270_1036800.ogg,0,0,0,0,0,0,0,0,1,0
036272_38400.ogg,0,0,1,0,0,0,0,1,0,0
036273_207360.ogg,0,0,0,0,0,0,0,1,0,0
036275_145920.ogg,0,0,0,0,0,0,0,1,1,0
036305_149760.ogg,0,0,0,0,0,1,0,0,0,0
036317_115200.ogg,0,0,1,0,1,0,0,0,0,0
036324_69120.ogg,1,0,0,0,0,0,0,0,0,0
036340_46080.ogg,0,1,0,0,0,1,0,0,0,0
036342_168960.ogg,0,0,0,0,0,1,0,0,0,0
036352_195840.ogg,0,1,0,0,0,0,0,0,0,0
036370_161280.ogg,0,0,0,0,0,0,0,0,1,0
036408_145920.ogg,0,0,0,0,0,0,0,0,0,1
036429_130560.ogg,0,0,0,1,0,0,0,0,0,0
036460_65280.ogg,0,0,0,0,0,0,0,0,0,1
036461_337920.ogg,0,0,0,0,0,0,0,0,0,1
036466_134400.ogg,0,0,0,0,0,0,0,0,0,1
036467_107520.ogg,0,0,0,0,0,0,0,0,0,1
036468_142080.ogg,0,0,0,0,0,0,0,0,0,1
036471_76800.ogg,0,0,0,0,0,0,0,0,0,1
036473_30720.ogg,0,0,0,0,0,0,0,0,0,1
036478_7680.ogg,0,0,0,0,0,0,0,0,0,1
036511_595200.ogg,0,0,0,0,0,0,0,0,0,1
036530_53760.ogg,0,0,0,0,0,0,0,0,0,1
036531_165120.ogg,0,0,0,0,0,0,0,0,0,1
036534_96000.ogg,0,0,0,0,0,0,0,0,0,1
036537_23040.ogg,0,0,0,0,0,1,0,0,0,1
036538_7680.ogg,0,0,0,0,0,0,0,0,0,1
036565_38400.ogg,0,1,0,0,0,0,0,0,0,0
036566_15360.ogg,0,1,0,0,0,0,0,0,0,0
036567_69120.ogg,0,0,0,0,0,0,0,0,0,1
036578_103680.ogg,0,0,0,0,1,0,0,0,0,0
036595_215040.ogg,0,0,0,1,0,0,0,0,0,0
036624_46080.ogg,0,0,0,0,0,0,1,0,0,0
036630_0.ogg,0,0,0,0,0,0,1,0,0,0
036638_61440.ogg,0,0,0,0,0,0,1,0,0,0
036641_3840.ogg,0,0,0,0,0,0,1,0,0,0
036694_176640.ogg,0,0,0,0,0,0,0,0,0,1
036698_311040.ogg,0,0,0,0,0,0,0,0,0,1
036702_149760.ogg,0,0,0,0,0,0,0,0,0,1
036709_23040.ogg,0,0,0,0,0,0,0,0,0,1
036760_26880.ogg,0,0,0,0,0,0,1,1,0,0
036766_422400.ogg,0,1,1,0,0,0,0,0,0,0
036767_372480.ogg,0,0,0,0,0,0,0,0,1,0
036770_199680.ogg,0,0,0,0,0,0,1,0,0,0
036772_138240.ogg,0,0,0,0,0,0,1,0,0,0
036773_126720.ogg,0,0,1,0,1,0,0,0,0,0
036776_1436160.ogg,0,0,1,0,1,0,0,0,0,0
036777_648960.ogg,0,0,0,0,1,0,0,0,0,0
036804_38400.ogg,0,0,0,0,1,0,0,0,0,0
036847_30720.ogg,0,0,0,0,0,1,0,0,0,0
036917_0.ogg,0,0,0,0,0,0,1,0,0,0
036975_115200.ogg,0,1,1,0,0,0,0,0,0,0
036982_353280.ogg,0,0,0,0,0,0,0,0,0,1
036999_134400.ogg,0,0,0,0,0,0,0,1,0,0
037015_122880.ogg,0,0,0,0,0,0,0,1,0,0
037017_245760.ogg,0,0,0,0,1,0,0,0,0,0
037019_30720.ogg,0,0,0,0,0,0,0,1,1,0
037021_453120.ogg,0,1,1,0,0,0,0,0,0,0
037030_902400.ogg,0,0,0,0,0,1,0,0,0,0
037043_61440.ogg,0,0,0,0,1,0,0,0,0,0
037044_111360.ogg,0,0,0,0,0,1,0,0,0,0
037053_234240.ogg,1,0,0,0,0,0,0,0,0,0
037084_38400.ogg,0,1,0,0,0,0,0,0,0,0
037089_368640.ogg,0,0,0,0,0,0,0,0,0,1
037096_0.ogg,0,0,0,0,0,1,0,0,0,0
037105_172800.ogg,1,0,0,0,0,0,0,0,0,0
037107_188160.ogg,0,0,0,0,0,0,0,0,1,0
037148_65280.ogg,0,1,0,0,0,0,0,1,1,0
037149_30720.ogg,0,1,0,0,0,0,0,0,0,0
037151_230400.ogg,1,0,0,0,0,0,0,0,0,0
037278_149760.ogg,0,0,0,0,0,0,0,0,0,1
037319_88320.ogg,0,0,0,0,0,0,0,1,0,0
037324_130560.ogg,0,0,0,0,0,0,0,1,0,0
037331_76800.ogg,1,0,0,0,0,0,0,0,0,0
037434_84480.ogg,0,0,0,0,0,0,0,0,0,1
037494_53760.ogg,0,0,0,0,0,0,0,0,0,1
037530_107520.ogg,0,0,0,0,0,0,1,0,0,0
037536_103680.ogg,0,1,0,0,0,0,0,0,0,0
037541_34560.ogg,0,0,0,0,0,0,0,0,0,1
037568_107520.ogg,0,0,0,1,0,0,0,0,0,0
037579_226560.ogg,0,0,0,0,1,0,0,0,0,0
037580_138240.ogg,0,0,0,0,0,0,0,0,0,1
037581_291840.ogg,0,0,0,0,0,0,1,0,0,0
037610_30720.ogg,1,0,0,0,0,0,0,0,0,0
037614_26880.ogg,0,0,0,0,0,0,0,0,0,1
037616_284160.ogg,0,0,0,0,0,0,0,1,0,0
037619_879360.ogg,0,0,1,0,1,0,0,0,0,0
037641_65280.ogg,0,0,0,0,0,0,0,0,1,0
037642_30720.ogg,0,0,0,0,0,0,0,0,1,0
037648_46080.ogg,0,0,0,0,1,0,0,0,0,0
037695_15360.ogg,0,0,0,0,1,0,0,0,0,0
037726_161280.ogg,0,0,0,0,0,0,0,0,0,1
037729_3840.ogg,1,0,0,0,0,0,0,0,0,0
037732_1194240.ogg,0,1,0,0,0,0,0,0,0,0
037733_314880.ogg,0,0,0,0,0,1,0,0,0,0
037758_30720.ogg,0,0,0,0,1,0,0,0,0,0
037765_111360.ogg,1,0,0,0,0,0,0,0,0,0
037831_57600.ogg,1,0,0,0,0,0,0,0,0,0
037915_276480.ogg,0,0,1,0,0,0,0,0,0,0
037930_7680.ogg,0,0,0,0,1,0,0,0,0,0
037976_42240.ogg,0,0,0,0,0,0,0,1,0,0
037977_295680.ogg,0,0,0,0,0,0,0,1,0,0
037978_149760.ogg,0,0,0,0,0,0,0,1,0,0
037979_238080.ogg,0,0,0,0,0,0,0,1,0,0
037985_199680.ogg,0,0,0,0,0,1,0,0,0,0
038079_241920.ogg,0,0,0,0,0,0,0,1,0,0
038081_161280.ogg,0,0,1,0,1,0,0,0,0,0
038137_7680.ogg,0,0,0,0,0,0,0,0,1,0
038154_69120.ogg,0,0,0,1,0,0,0,0,0,0
038161_7680.ogg,1,0,0,0,0,0,0,0,0,0
038167_99840.ogg,0,0,0,0,0,0,0,0,1,0
038191_38400.ogg,0,0,0,0,0,0,1,0,1,0
038193_42240.ogg,0,0,0,0,0,0,1,0,0,0
038204_503040.ogg,0,0,0,0,0,1,0,0,0,0
038239_641280.ogg,0,0,0,0,1,0,0,0,0,0
038240_433920.ogg,0,0,0,1,0,0,0,0,0,0
038246_280320.ogg,0,0,0,0,0,0,0,1,0,0
038252_145920.ogg,0,0,0,1,0,0,0,0,0,0
038312_88320.ogg,0,0,0,0,0,1,0,0,0,0
038370_26880.ogg,0,0,1,0,1,0,0,0,0,0
038372_7680.ogg,0,0,0,0,1,0,0,0,0,0
038377_119040.ogg,0,0,0,0,1,0,0,0,0,0
038437_92160.ogg,0,0,0,0,0,0,0,0,1,0
038438_583680.ogg,0,0,1,0,1,0,0,0,0,0
038439_88320.ogg,0,0,0,0,0,0,0,1,1,0
038440_69120.ogg,0,0,0,0,0,0,0,1,0,0
038442_34560.ogg,0,0,0,0,0,0,0,0,1,0
038444_234240.ogg,0,0,0,0,1,0,0,0,0,0
038446_49920.ogg,0,0,0,0,1,0,0,0,0,0
038447_103680.ogg,0,0,0,0,0,0,0,1,0,0
038482_241920.ogg,0,1,0,0,0,0,0,0,1,0
038483_134400.ogg,0,1,0,0,0,0,0,0,1,0
038486_456960.ogg,0,0,0,0,0,0,0,1,0,0
038493_387840.ogg,1,1,0,0,0,0,0,0,0,0
038503_23040.ogg,0,0,0,0,1,0,0,0,0,0
038515_26880.ogg,0,0,0,0,0,1,0,0,0,0
038523_19200.ogg,0,0,0,1,0,0,0,0,0,0
038530_157440.ogg,0,0,0,0,0,0,0,1,0,0
038539_138240.ogg,0,0,0,0,0,1,0,0,0,0
038543_103680.ogg,0,0,0,0,0,1,0,0,0,0
038552_192000.ogg,1,0,0,0,0,0,0,0,0,0
038570_145920.ogg,0,0,1,0,0,0,0,0,0,0
038657_15360.ogg,0,0,0,0,1,0,0,0,0,0
038661_19200.ogg,0,1,0,0,0,0,0,0,1,0
038710_99840.ogg,0,0,0,0,0,0,0,1,0,0
038744_122880.ogg,1,1,0,0,0,0,0,0,0,0
038754_384000.ogg,1,0,0,0,0,0,0,0,0,0
038764_0.ogg,0,0,0,1,0,0,0,0,0,0
038771_57600.ogg,0,0,0,0,0,0,0,0,0,1
038777_180480.ogg,0,0,0,0,0,0,0,0,1,0
038781_65280.ogg,0,0,0,0,0,0,0,0,1,0
038782_142080.ogg,0,0,0,0,0,0,0,0,1,0
038783_80640.ogg,0,0,0,0,0,0,0,0,1,0
038784_153600.ogg,0,0,0,0,1,0,0,0,0,0
038793_126720.ogg,0,0,0,1,0,0,0,0,0,0
038817_38400.ogg,0,0,0,0,0,0,0,0,1,0
038821_30720.ogg,0,0,0,0,0,0,0,0,1,0
038822_7680.ogg,0,0,0,0,0,0,0,0,1,0
038823_38400.ogg,0,0,0,0,0,0,0,0,1,0
038825_72960.ogg,0,0,0,0,0,0,0,0,1,0
038827_207360.ogg,0,0,0,0,0,0,0,0,1,0
038828_115200.ogg,0,0,0,0,0,0,0,0,1,0
038830_165120.ogg,0,0,0,0,0,0,0,0,1,0
038832_30720.ogg,0,0,0,0,1,0,0,0,0,0
038833_188160.ogg,0,0,0,0,0,0,0,0,1,0
038835_84480.ogg,0,0,0,0,0,1,0,0,0,1
038837_42240.ogg,0,0,0,0,0,0,1,0,0,0
038838_57600.ogg,0,0,0,0,0,0,1,0,0,0
038839_46080.ogg,0,0,0,0,0,0,0,0,1,0
038841_72960.ogg,0,0,0,0,0,0,0,0,1,0
038842_96000.ogg,0,0,0,0,0,0,0,1,0,0
038843_42240.ogg,0,0,0,0,0,0,0,0,1,0
038844_76800.ogg,0,0,0,0,0,0,0,0,1,0
038852_207360.ogg,1,0,0,0,0,0,0,0,0,0
038868_215040.ogg,0,0,0,0,0,0,0,1,0,0
038926_38400.ogg,0,0,0,0,0,0,0,0,0,1
038955_3840.ogg,0,0,0,0,0,0,1,0,0,0
038956_19200.ogg,0,0,0,0,0,0,1,0,0,0
038995_157440.ogg,0,0,0,0,0,1,0,0,0,1
039006_46080.ogg,0,0,0,0,0,0,0,0,0,1
039007_57600.ogg,0,0,0,0,0,0,0,0,0,1
039040_180480.ogg,0,0,0,0,0,0,0,1,0,0
039041_26880.ogg,0,0,0,0,0,0,0,1,0,0
039057_11520.ogg,0,0,1,0,1,0,0,0,0,0
039058_203520.ogg,0,0,0,0,0,0,0,0,1,0
039059_111360.ogg,0,0,1,0,0,0,0,0,1,0
039087_19200.ogg,0,0,0,0,0,0,1,0,0,0
039094_19200.ogg,0,0,0,0,1,0,0,0,0,0
039106_23040.ogg,0,0,0,1,0,0,0,0,0,0
039112_126720.ogg,0,0,0,0,0,0,0,1,0,0
039125_679680.ogg,0,0,1,0,0,0,0,1,0,0
039126_599040.ogg,0,0,0,0,1,0,0,0,0,0
039127_576000.ogg,0,0,0,0,0,0,0,1,0,0
039128_26880.ogg,0,0,0,0,0,0,1,0,0,0
039131_42240.ogg,0,1,1,0,0,0,0,0,0,0
039133_253440.ogg,1,0,0,0,0,0,0,0,0,0
039173_84480.ogg,0,0,0,0,0,0,1,0,0,0
039186_15360.ogg,0,0,0,0,0,0,1,0,0,0
039188_15360.ogg,0,0,0,0,0,0,1,0,0,0
039198_72960.ogg,0,0,0,0,0,0,1,0,0,0
039199_26880.ogg,0,0,0,0,0,0,1,0,0,0
039253_165120.ogg,0,0,1,0,0,0,0,0,0,0
039259_153600.ogg,0,0,0,0,0,0,1,0,0,0
039282_238080.ogg,0,0,0,0,0,0,1,0,0,0
039310_272640.ogg,0,1,0,0,0,0,0,0,0,0
039311_15360.ogg,0,0,1,0,0,0,0,1,0,0
039312_364800.ogg,1,0,0,0,0,0,0,0,0,0
039341_46080.ogg,0,0,0,0,1,0,0,0,0,0
039361_3840.ogg,0,0,0,1,0,0,0,0,0,0
039470_410880.ogg,0,0,0,0,0,0,0,1,0,0
039481_26880.ogg,0,0,0,0,1,0,0,0,0,0
039482_238080.ogg,0,0,0,1,0,0,0,0,0,0
039519_3840.ogg,0,0,0,0,1,0,0,0,0,0
039530_3840.ogg,0,1,0,0,0,0,1,0,0,0
039540_387840.ogg,0,0,0,0,0,0,1,0,0,0
039541_272640.ogg,0,0,1,0,0,0,0,0,0,0
039552_23040.ogg,0,0,0,0,0,0,1,0,0,0
039553_96000.ogg,0,0,0,0,0,0,1,0,0,0
039554_72960.ogg,0,0,0,0,0,0,1,0,0,0
039555_42240.ogg,0,0,0,0,0,0,1,0,0,0
039556_119040.ogg,1,0,0,0,0,0,0,0,0,0
039557_30720.ogg,0,0,0,0,0,0,1,0,0,0
039558_53760.ogg,1,0,0,0,0,0,1,0,0,0
039569_337920.ogg,0,0,1,0,0,0,0,1,0,0
039573_195840.ogg,1,0,0,0,0,0,0,0,0,0
039596_134400.ogg,0,0,0,0,1,0,0,0,0,0
039659_84480.ogg,0,0,0,0,0,0,0,1,0,0
039666_69120.ogg,0,0,1,0,0,0,0,1,0,0
039669_30720.ogg,1,0,0,0,0,0,0,0,0,0
039670_802560.ogg,1,0,0,0,0,0,0,0,0,0
039677_241920.ogg,0,0,0,0,1,0,0,0,0,0
039682_142080.ogg,0,0,0,0,1,0,0,0,0,0
039698_26880.ogg,0,0,0,0,0,1,0,0,0,1
039746_326400.ogg,0,0,0,0,1,0,0,0,0,0
039748_19200.ogg,0,1,0,0,0,0,0,0,0,0
039752_0.ogg,0,0,0,0,0,1,0,0,0,0
039861_510720.ogg,0,0,0,0,1,0,0,0,0,0
039873_30720.ogg,0,0,0,0,0,0,0,0,1,0
039874_19200.ogg,0,0,0,0,0,0,0,0,1,0
039876_168960.ogg,0,0,0,0,0,0,0,0,1,0
039877_61440.ogg,0,0,0,0,0,0,0,0,1,0
039878_345600.ogg,0,0,0,0,0,0,0,0,1,0
039894_702720.ogg,0,0,0,0,0,0,0,0,1,0
039895_322560.ogg,0,0,0,0,0,0,0,0,1,0
039896_241920.ogg,0,0,0,0,0,0,0,0,1,0
039897_253440.ogg,0,0,0,0,1,1,0,0,1,0
039898_165120.ogg,0,0,0,0,0,0,0,0,1,0
039899_249600.ogg,0,0,0,0,0,0,0,0,1,0
039900_168960.ogg,0,0,0,0,0,0,0,0,1,0
039902_368640.ogg,0,0,0,0,0,0,0,0,1,0
039903_526080.ogg,0,0,0,0,0,0,0,0,1,0
039904_46080.ogg,0,0,1,0,0,0,0,0,1,0
039950_192000.ogg,0,0,0,0,0,1,0,0,0,0
039956_19200.ogg,0,0,0,1,0,0,0,0,0,0
039958_3840.ogg,1,0,0,0,0,0,0,0,0,0
039972_268800.ogg,0,0,0,0,0,1,0,0,0,0
039977_153600.ogg,0,0,0,1,0,0,0,0,0,0
039985_23040.ogg,0,0,0,0,0,0,1,0,0,0
039997_111360.ogg,0,0,0,0,0,0,0,0,1,0
040039_126720.ogg,0,1,0,0,0,0,0,0,0,0
040040_249600.ogg,0,0,0,0,0,0,0,0,0,1
040066_503040.ogg,0,0,0,0,1,0,0,1,0,0
040074_165120.ogg,1,0,0,0,0,0,0,0,0,0
040107_26880.ogg,0,0,0,0,1,0,0,0,0,0
040120_126720.ogg,0,0,0,0,0,0,1,0,0,0
040122_364800.ogg,0,0,0,0,0,0,0,0,0,1
040125_1236480.ogg,1,0,0,0,0,0,0,0,0,0
040130_314880.ogg,0,0,0,1,0,0,0,0,0,0
040139_7680.ogg,0,0,0,0,0,0,0,1,0,0
